"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33"
"190",-0.00493172763942417,-0.0569197089090747,0.00591605185314098,-0.0244043981545357,0.0559859110458492,0.0310127739067786,-0.0529088319321708,0.00859492521446385,0.0179181905785163,-0.0107047293982022,0.00321541808764028,-0.0449517059387598,-0.00151372002872344,-0.015496440842945,-0.0149404352267115,-0.0110381707428293,-0.0433254928635155,0.056684119444565,0.0465118144828937,0.03517095623508,-0.0524324742065002,0.00459848255411159,0.0443693902373103,-0.0150822707607077,-0.0821884139711768,0.0573329935748634,-0.0373015701630305,-0.0158523023985225,-0.0626376190118115,-0.00638924799420907,-0.0049181627228701,0.0630330733815749,0.0103586033998675
"191",-0.00574298312820959,-0.055811785146013,0.00419763961564574,-0.0249519884493568,0.0520976545620571,0.0344569477105123,-0.0503799141584923,0.00762118455294497,0.0180860994822385,-0.0103034390307885,0.00359842812005587,-0.0426578631419326,-0.00158904184120528,-0.0170182076113899,-0.0179741911671093,-0.00955935661988674,-0.0426846158448844,0.0510860622440492,0.0448646952639832,0.0347187834708654,-0.053587196170957,0.00360488188964999,0.0483305845728724,-0.0155596027068897,-0.081449396600331,0.0566965628451118,-0.0381307212575213,-0.0132074970855817,-0.0602407303959747,-0.007018496169829,-0.00630918797986654,0.0633196588586014,0.00883129416048268
"192",-0.00619179988723005,-0.051182067871638,0.00618856421482505,-0.0215331912220989,0.053119337692051,0.0335096414987038,-0.0486834847011121,0.00707364971421414,0.0171222158339825,-0.0053328716112447,0.00559511535850036,-0.0467987937895351,-0.0022110839764883,-0.0190671591756017,-0.01880787918864,-0.0102167130874257,-0.0472072030364816,0.0512887360561553,0.0442718022966703,0.0386150815324739,-0.0555818825472512,0.00230947123093134,0.0481864004064471,-0.0127308400422616,-0.0838515869673396,0.0577735082099733,-0.0395628990789919,-0.0144880576391185,-0.0634997812985519,-0.00818829389334973,-0.00753888431997169,0.0625714844305203,0.00385184611630782
"193",-0.00656767193031678,-0.0507270882393751,0.0095995935069932,-0.0242051678237012,0.0527954766030869,0.0333444281626277,-0.0503598411192616,0.00598101201699873,0.0167352038401744,-0.00485588911203404,0.00954159552767039,-0.0466917546616236,-0.000402724737023873,-0.0186172658553426,-0.0187677367905811,-0.0121294575120192,-0.0473824076427866,0.0503642779592522,0.0460167117811209,0.0398296530825231,-0.0535007647397317,0.000161589347618568,0.0481504350094682,-0.012132334535513,-0.0836900294683856,0.0541096756688798,-0.0370985023278373,-0.0148271968904768,-0.0631172844528848,-0.00662180531771567,-0.00833391823219223,0.0603781528908994,0.00373212464236178
"194",-0.00565776281460491,-0.0516910720879519,0.00970118283664988,-0.0246764681128985,0.0526380943982332,0.0327519424695004,-0.05236562700458,0.00520433709831662,0.016160848646221,-0.00645330882306492,0.00745346285987656,-0.045979775754427,0.00066483953581149,-0.0180151203811312,-0.0199166790455929,-0.0125814768518899,-0.0465679676610768,0.0506969642398483,0.0454172301026084,0.0380895405744969,-0.0521342110090211,0.00200669069854975,0.0474364549856408,-0.0121652757104101,-0.0825552300793619,0.0555448963691899,-0.0384784504543171,-0.0139070893078888,-0.0628900351095556,-0.00665428340605074,-0.0079126131378055,0.0604873067902169,0.00608314369503293
"195",-0.0046279985837783,-0.0534985931518554,0.00867281443874616,-0.0232283400860505,0.0529211025831092,0.0322678993166544,-0.0524565622664904,0.00594134283276932,0.015690304340905,-0.00892837245449913,0.00651770836307785,-0.0453063677145847,-0.000935159778870974,-0.0171891553876634,-0.0178752617128887,-0.014247332514299,-0.0450176648638363,0.0524293463647493,0.0445003169999145,0.0346484389322321,-0.0514984705026701,0.00280484676204142,0.0455866607256771,-0.0109458486026219,-0.0819518435451508,0.0564563688035122,-0.0377441910442798,-0.0127606546970003,-0.0610033499141386,-0.00824881592260901,-0.00619065823051898,0.0609549231166843,0.00896200165893021
"196",-0.00307522897873318,-0.0546993849112349,0.00893830959931162,-0.0240125267091017,0.0540537718463266,0.0318373824110205,-0.0545126960748282,0.00608047813087019,0.0139225682164628,-0.0108359278791747,0.00610455633170147,-0.0455805320888601,-0.00267903155084996,-0.015965822814289,-0.0166295872567385,-0.0165050270835788,-0.0445288532708335,0.0533713483384301,0.043068280431524,0.0328259921107654,-0.0499234159218868,0.0032095209739317,0.0438808256082063,-0.00864869974271741,-0.0822697028647506,0.0573780384240294,-0.0379602364507436,-0.0132473107642721,-0.0587607860255926,-0.00946564094901857,-0.00510522777693117,0.0616387171297701,0.0115985991361929
"197",-0.000313235977448179,-0.0591155438969476,0.00949485674158213,-0.0259718785338774,0.0538142150466848,0.0301936987950528,-0.0593606657294746,0.00545754166640059,0.0113140078168643,-0.0172248649658806,0.003787348342315,-0.0428686672583355,-0.00343540191426901,-0.0128038576375084,-0.0144262819195707,-0.0216104914265589,-0.0398956184846926,0.0543308352559655,0.0407281504691199,0.0255095700368961,-0.0448411852429032,0.00479100385251305,0.039987822166894,-0.00536926509201699,-0.07997138160219,0.0579023530826386,-0.0367884477077309,-0.011626217707344,-0.0528477179509686,-0.0111048102994287,-0.00270500885854669,0.0619163371107436,0.0207146138136528
"198",-0.000434773998716656,-0.0586909870568583,0.00943607612627575,-0.025841081631571,0.0537082639014475,0.0305983336203449,-0.0589099037354732,0.00515033454213432,0.0116152570015706,-0.0169702243451226,0.00425783540603519,-0.0427315185128204,-0.00319700375604476,-0.0129429570434624,-0.0150008494083163,-0.0214543387942204,-0.0399578501386744,0.0538245247103744,0.040840235951631,0.0261081571029603,-0.0452491303161343,0.00429253149836521,0.0402572404445473,-0.00580302724262646,-0.0801911217969154,0.0574059314178198,-0.03682827180389,-0.011410334299965,-0.0531962547520618,-0.0108316592511643,-0.00295751614233793,0.0613061693759133,0.0196560137438305
"199",-0.00183698282423627,-0.0567675426035266,0.00823487684313749,-0.0246063109673219,0.0544174864895025,0.0320387515544203,-0.0558410939478694,0.00652120491227757,0.0135890590902116,-0.0137322240800952,0.00489163033960278,-0.0442891357118979,-0.00391910688357968,-0.0147212298111622,-0.0156529494700656,-0.0175372862885382,-0.0428357985487694,0.0543954594526086,0.0427032444171963,0.0302938265511339,-0.0486690626249007,0.00405877362005239,0.0425487719040283,-0.00839083211982627,-0.0817192580561639,0.0577569694112695,-0.0377333516499529,-0.0128461437643093,-0.056743893177319,-0.0100249551517926,-0.00365717525688431,0.0620572107604057,0.014113821677738
"200",-0.00296804483538408,-0.0552332587744402,0.00850180262380271,-0.023697664981983,0.0538067268455087,0.0323045341692941,-0.0542716940767865,0.00644400961642068,0.014623843481376,-0.0117082815233992,0.00577032852664332,-0.0447879894196653,-0.00280149443447925,-0.0157858424737831,-0.016596281594146,-0.0163443009408569,-0.0439264878582787,0.0538324786196411,0.0437802575798134,0.032174935096218,-0.0500340455310081,0.00367752797513618,0.0437060139918777,-0.0094932507581898,-0.0818647881225765,0.0570386517383993,-0.0375957829550074,-0.0126331089253565,-0.0586516042383583,-0.00941302060964982,-0.00457137318020309,0.0612894387442006,0.0116247351691154
"201",-0.00379502836726965,-0.0544692068679833,0.00851939615871873,-0.0229635608341607,0.0530149155696193,0.0324742012336158,-0.0530973676888002,0.00629086744688119,0.0155959213267423,-0.0106885807274592,0.00598412096312411,-0.0446025759625564,-0.00174440158313394,-0.0165840244786017,-0.0174418349664869,-0.0154133943619903,-0.0441200171299348,0.0532795749298244,0.0445445409012948,0.0329647005403252,-0.0507982053969413,0.00345104817011422,0.0444750889373542,-0.0105930191389484,-0.0815806337334313,0.056503606381783,-0.0374425246921118,-0.0121953784975973,-0.0599578606459828,-0.00881786248162301,-0.00512748790480738,0.0607439785507214,0.0101795937886391
"202",-0.00445255949085999,-0.0538081083339095,0.00848700456226169,-0.0224561756524555,0.0525458533318775,0.0325914114501684,-0.0521948792612926,0.00622452741977991,0.0162513344617236,-0.00972700890090811,0.00613388307383399,-0.044657657479776,-0.00104258954329765,-0.0172200209699953,-0.0180774443751383,-0.0145813507558114,-0.0444121541001717,0.052847198210938,0.0450626601944419,0.0339048713064917,-0.0515054170386981,0.0033142426586426,0.0451096226177606,-0.0113889777460926,-0.0815660623225537,0.056147705271592,-0.0374275000860192,-0.0121263188740868,-0.0610425280315718,-0.00838086680235439,-0.00562633958190327,0.0604248304957782,0.00893070737989389
"203",-0.00484689444239488,-0.0535734076302978,0.00840603092942846,-0.0220887080815693,0.0521403822199504,0.0326309220887212,-0.051620875640164,0.00621170957775296,0.0166949898730581,-0.00935400464363923,0.00609593011764665,-0.0445126142067917,-0.000591007671829162,-0.0175454420474408,-0.0184096103181698,-0.0141542793007,-0.0443688685417728,0.0525942663964279,0.0453680736191422,0.0342060249708938,-0.0518592146280899,0.00331652253607639,0.0454118442591502,-0.0119220250502563,-0.081428748473723,0.0558996566470466,-0.037328368896729,-0.0119554314691571,-0.0616105992658385,-0.00813850911847872,-0.00588762662566194,0.0602223997418056,0.00843269577011532
"204",-0.00540502874182618,-0.055116336253035,0.00444279472373198,-0.0224363806482411,0.0522321814707243,0.033028688819763,-0.049461044878825,0.00591346667228899,0.0171678463139974,-0.0121553050782086,0.00409951155774277,-0.0451608767590373,-0.000772945112526281,-0.0165069652253305,-0.0163596658609959,-0.0108322183537872,-0.0421329584141399,0.0552496293927136,0.0463044822244372,0.0373553437902619,-0.0506929520338976,0.00579358927176688,0.0430457476190707,-0.0148236053626188,-0.0813004546605124,0.0537459710130828,-0.0355346320751335,-0.0153596838746556,-0.0645630731488634,-0.00783739250540884,-0.00407278367939027,0.059820848815721,0.0079163927698383
"205",-0.00485883889487642,-0.0546286612997132,0.00639985930566722,-0.0231701503240252,0.0528090885204072,0.0327263065179707,-0.0512798167818366,0.00609459261457027,0.0163196151212335,-0.0111068127396593,0.00473267360073146,-0.0453425522439796,-0.00114576528013716,-0.0166490316820767,-0.0171870944551702,-0.0128070493479162,-0.0431902979671599,0.0540841022488821,0.0454250974563457,0.0364409722320069,-0.0507269763177691,0.00471442747934569,0.0437287318547984,-0.0129751873438342,-0.0819160397231642,0.0548998349752052,-0.0366683672309008,-0.0150194028473531,-0.0630288861472838,-0.00795094225526061,-0.00495583562164243,0.0604824730822928,0.00856747527518544
"206",-0.000622971828384614,-0.0571251708977261,0.0105098473390996,-0.0325401536795494,0.0548060856970433,0.0321205006125412,-0.0603083810770663,0.00369346518902052,0.0125198891214618,-0.0129661891311891,0.00614071285643252,-0.0445180441613912,-0.00135102336827179,-0.0144308238400098,-0.0187557143321393,-0.0205292673947685,-0.0419010584367696,0.0497350232086831,0.0417927990763097,0.0310602665724007,-0.0451534800795752,0.00235003306410879,0.0438131315829576,-0.00755339494704776,-0.0809555121873811,0.0552307061708074,-0.0371771888875436,-0.016215218531765,-0.0542881656742506,-0.00652883227515904,-0.00697747516438241,0.0614716585314331,0.0136072657242191
"207",0.000206997303078551,-0.0607254109799218,0.00857324725882105,-0.0263167116808043,0.0532438128688663,0.0313865306796548,-0.0589044370519501,0.00610218626808831,0.0127582654122375,-0.0192375804288623,0.00308485376263475,-0.0408503850533653,-0.00354719003292072,-0.0124752119723093,-0.0147881903853353,-0.0218567681292385,-0.0383238811381913,0.0546807215782777,0.0416570375684844,0.0243284826170707,-0.0442632648934641,0.00483999007106248,0.039621469771069,-0.00713311444443062,-0.0790273471555198,0.0563370299376551,-0.0359396782664079,-0.0116427899305491,-0.0523862051134163,-0.0102605654884342,-0.00195990220052776,0.0617254699346604,0.0201437781028028
"208",-0.00240974298920521,-0.0559147060712079,0.00907656878830989,-0.0242219541417791,0.0530996059073581,0.0329328915435779,-0.0547986797358803,0.00636666463616169,0.0150184274995904,-0.0128939494821311,0.00599741498213265,-0.0432940778389601,-0.00218236599606024,-0.0157948310174752,-0.0175261868042122,-0.0173884471994847,-0.0432402393742177,0.0537217339430034,0.0444494528008195,0.0309361049857562,-0.0488669362994941,0.00369775418750995,0.0434663751711391,-0.00994445209768671,-0.0806977113250202,0.0560657706488682,-0.0371830824099693,-0.011857206864625,-0.0580363011545398,-0.00878282237503537,-0.00432114872448004,0.0607532059850623,0.0117158143570478
"209",-0.00397940244018795,-0.0568193516548609,0.00848118412968456,-0.0220037802098123,0.0570249488605911,0.0324569193336376,-0.0577224916892688,0.00692117760998459,0.01737611587908,-0.0136641292136951,0.00164374351797708,-0.0417373761515344,-0.00290533089289841,-0.0191458670337433,-0.0177770539713109,-0.0133600176882817,-0.0408495573052633,0.0530414514708575,0.0428802787594707,0.0300904990465186,-0.0519741604257625,-0.00139024982379861,0.0468815991943582,-0.0140750041327001,-0.0859773239361181,0.0554288213945004,-0.0376859203713852,-0.0135382896466117,-0.0566837970001879,-0.00692780888135688,-0.00213761218754635,0.0609317075768776,0.00727226623527957
"210",-0.00417750773157203,-0.0554471205623718,0.00890581765845736,-0.0217544673773944,0.0565884022856679,0.0318748041024162,-0.0565130640910085,0.00672407416063695,0.016649090551632,-0.0119602536383715,0.00265187739004863,-0.0439052801556779,-0.00275079605933896,-0.0186705702201539,-0.0177182249765673,-0.0140518039897878,-0.0423514296601641,0.0534002083148249,0.0432645738598764,0.0323744482863709,-0.0520680765265368,9.99007799163278e-05,0.0457295439229987,-0.0126743599998939,-0.0858471598787485,0.0559557503298485,-0.0379088412367181,-0.0144503062444903,-0.0589402211722666,-0.00758199371728328,-0.00322508667752456,0.0607300075334598,0.0074437635866246
"211",-0.00397346353700961,-0.0546912468326046,0.00906218531824179,-0.0224936765449732,0.054091949169803,0.0324084975096288,-0.0542889323562324,0.00643214439763202,0.0163103787316063,-0.0110719859448033,0.00484312566082656,-0.0442277216405996,-0.00168540468364329,-0.0176131750114338,-0.0182256886858054,-0.0152906831763975,-0.0434426115788054,0.0531760604934786,0.044533011277887,0.0331501418813652,-0.0511098067616527,0.0023394335073529,0.0447842205496426,-0.0116745619539259,-0.0830416811667499,0.0557379084176809,-0.037486760667617,-0.0132892121149417,-0.0602325388373797,-0.0079563958224978,-0.00469955378114483,0.0603286301906239,0.00855916774690991
"212",-0.00428841553768561,-0.0542249435451414,0.0088551596344898,-0.0223207072691085,0.0527922068937148,0.0328352297639481,-0.0528224839341852,0.00646630084708613,0.0167150829016485,-0.0104568977516276,0.00553681621184287,-0.0439821973521909,-0.00104093817814878,-0.0176437368781848,-0.0187523375186263,-0.0150651410712098,-0.043770524457618,0.0528284012204082,0.0452964163021673,0.0335349040944188,-0.0513176406158448,0.00305579823761201,0.044996082517887,-0.0120496078527351,-0.0819054402387639,0.0554939437424885,-0.0372975706765558,-0.0124985220175724,-0.0610371798907452,-0.00785885921924549,-0.0053588691499592,0.0600693778616025,0.00833642472835821
"213",-0.00537240546218705,-0.0545277136835828,0.00497594300777742,-0.0206924560977461,0.0527970906085613,0.029790303345713,-0.0554577459842914,0.00141309897600556,0.0198060814510519,-0.0125065813531498,0.0125463746696565,-0.0415029340588784,-0.00426819285881453,-0.0125974777116744,-0.0150991499573445,-0.0188708237304518,-0.0356315683961785,0.0477628883616564,0.0407728185305855,0.0398205760438356,-0.0528703786901537,0.000975724570853444,0.0419428341631673,-0.0144413738722328,-0.0853663083514238,0.0545158758025569,-0.0385327377854832,-0.00979291014645163,-0.060653525662515,-0.000156022977431606,-0.0126137839384954,0.0560258722433134,0.0150652235422302
"214",-0.00375567493809321,-0.0545343855487727,0.00741560619399243,-0.0223193363843613,0.0531400223570386,0.03134815929374,-0.0555210382505706,0.00462145033757632,0.0169522378683738,-0.0122962010466763,0.0089449003553609,-0.0429815747981543,-0.00386319943035707,-0.0139299289172165,-0.015758913280224,-0.0187467958960396,-0.0399291628731389,0.0511522990732971,0.0423759164204039,0.036113287129642,-0.0508023284900171,0.00234592218084913,0.0424639244819387,-0.0118597431364419,-0.0840446240574117,0.0553588485858541,-0.0382260792681394,-0.0124842916178875,-0.0601125251619357,-0.00491996871731832,-0.00879916525192097,0.0589969104491588,0.0129850849265763
"215",0.000647751322817358,-0.0586677891845862,0.00913687230464563,-0.0272581052448205,0.05324280699018,0.0316190919426526,-0.0577290489633009,0.00717111219646659,0.0114239119782554,-0.0164228713021082,0.00133781450948217,-0.0444011093322146,-0.00411484909509432,-0.0134122424535428,-0.0159587749967167,-0.0221846602937665,-0.0412451925349525,0.0551713341295639,0.0420326981838735,0.0252653818041035,-0.0446436054261321,0.00668089550077601,0.0397345178912577,-0.00538218078054359,-0.0791947171889045,0.0579013600053899,-0.0368179887488091,-0.0155001239295587,-0.0547668125015946,-0.0117612716531379,-0.00278555992452704,0.0629485625276154,0.0175768445103681
"216",0.000471353008619364,-0.0607943214633786,0.0085414482050203,-0.0266299101283097,0.0535829562091237,0.0319923225213858,-0.0596184878470956,0.00518537363764425,0.0141702501560361,-0.0195904163823768,0.00496731666441714,-0.0397784417700064,-0.00387691103166119,-0.0124158888957594,-0.0155735133622714,-0.0227133202549383,-0.0375428848763005,0.0532452273706176,0.041521860291916,0.0249980228361534,-0.0446584657422829,0.00419102533200546,0.0400884386852241,-0.00822223708530113,-0.0795289224084603,0.0556535099874724,-0.0363016658912407,-0.0106387524609636,-0.0521385755818156,-0.00827792251948564,-0.00354293942402461,0.0605406128900181,0.0192783652180084
"217",-0.00231910181000956,-0.0559561761337459,0.00909782824128977,-0.0236712684189964,0.0529756657809011,0.0332455985678229,-0.0546739469688875,0.0065943027335194,0.0156228455157317,-0.0132423374377635,0.00608705856246867,-0.0426617187072901,-0.00240659819663617,-0.0160147820029132,-0.0180564227294926,-0.0179128688017496,-0.0427691838017197,0.0535871332259427,0.0446870210692907,0.0309491687191175,-0.0490770659263273,0.00379942862953907,0.0432991321719691,-0.0105007726057712,-0.0808966178585354,0.0557135007854784,-0.0372834309676537,-0.0118057810436335,-0.0583914649077582,-0.00831502459042551,-0.00465814322322043,0.0603498389842106,0.0111962249756759
"218",-0.00267732187543802,-0.0610718089263021,0.000682800559530461,-0.0243504404942913,0.0475481742933906,0.0374687680196318,-0.046140524976664,0.0101386358103356,0.0210010902180063,-0.0173623291426682,0.000730563540898138,-0.0372181616678603,-0.00619203910696774,-0.0213044333682951,-0.0238680497230691,-0.0129377146124384,-0.0343072742925812,0.0480839714622819,0.0437284444110184,0.0305035006999093,-0.0509985346539137,-0.00145693752839254,0.0425316328938608,-0.0187068425518532,-0.079475623724464,0.0568147803204604,-0.0406682868277119,-0.0194745742395631,-0.0656341217348541,-0.00185704819291362,-0.00305156807231974,0.0673740257862632,0.0061830177452044
"219",-0.0033552129125796,-0.0579435839907202,0.00404506499795792,-0.023624435742214,0.0501778291225635,0.0355423841849951,-0.0491591125173689,0.00849864790021143,0.0187617936683028,-0.0143891908604007,0.0026642683045723,-0.0409440080870399,-0.00413255435872913,-0.0190362212089327,-0.0211184290853782,-0.0138971259045638,-0.0389369466554642,0.0507646955816335,0.0445640029446284,0.0325577846407415,-0.0511379065968062,0.00188461966154354,0.0433918462065167,-0.0154673491675107,-0.0807804779561725,0.0562091766402884,-0.0389726960345393,-0.0165539661407331,-0.0636065716972614,-0.00523080345874433,-0.00416072006530774,0.0638985935286654,0.00756393760067727
"220",-0.00202899927458623,-0.0604506348096606,0.00905107572569759,-0.0256708674504184,0.0575187036830946,0.0282333286679373,-0.0584695988959481,0.00298034853719894,0.0158070945319351,-0.0147868897322727,0.00374065307413909,-0.0437783889430435,0.000105381250992927,-0.0121170530559267,-0.0228368117334119,-0.0140721541984805,-0.0480293373648045,0.0544283057116712,0.0424729046106441,0.0285642358933952,-0.0506924396649411,0.00627408651364692,0.0486932299065254,-0.0147758668301357,-0.0934199156265575,0.0528990718709412,-0.0444608482878419,-0.0126481250678223,-0.0631221384406729,-0.00273677478302215,-0.00618012926516653,0.0535233401125968,0.00464561053303105
"221",0.00214396083377233,-0.0507170635713633,0.00907649248537176,-0.0188241377916077,0.0697473550630656,0.0334413684757393,-0.0537448890686716,0.00765705484321179,0.0117564577808771,-0.00842526293628266,-0.00442285398543913,-0.0376119451295887,0.00653524389578999,-0.00933150509228567,-0.0256423844670446,-0.00860614128702538,-0.0437985654292654,0.0532607118411469,0.0429742728868951,0.0425225191986345,-0.0609803298597777,-0.00156402086999683,0.0452611336778736,-0.020585026091402,-0.0891002639548989,0.0554973615353315,-0.0401614096354349,-0.00741405164701287,-0.061060092941004,-0.00773783068826942,-0.00238547722181756,0.0507370220860471,-0.00368515676035685
"222",8.17285551492676e-05,-0.0531280170272323,0.00827764536811468,-0.0207579481046559,0.0602730317609462,0.0341293888338981,-0.054099413431908,0.00774951835500786,0.0132272510577372,-0.0106327228852985,0.000911587484388225,-0.0411258906606108,0.000277621155097032,-0.0135855489926121,-0.020687517911439,-0.0144075562554216,-0.0426666923035258,0.0533977123230585,0.0437430122092164,0.0367403152220812,-0.0553403479965034,0.00131272683762969,0.0427771864915511,-0.0138920229335437,-0.0832904164355805,0.0560673321678898,-0.0378685902738217,-0.0113466342043832,-0.0592508197703879,-0.0096627422895671,-0.00358046097359744,0.0572933313334675,0.00581290519000758
"223",-0.000959017834700839,-0.0566620689635215,0.00970040924308348,-0.0231487031583173,0.051573203771635,0.0301875444766631,-0.0595215396211599,0.00787872542529819,0.0104480212395504,-0.013444141685987,0.00287044099500448,-0.0490319389730343,-0.0098844509362595,-0.0164077358888225,-0.0134769286681563,-0.0236693302009754,-0.0422030085606593,0.0561689564007467,0.0414071622941963,0.0278179702756226,-0.0460575333668237,0.00811283607786729,0.037883835228954,-0.00170450765076135,-0.0795720652422359,0.060235123010687,-0.0372517523014861,-0.0186342966359917,-0.0555419611447451,-0.0132286377696108,-0.0022572388551765,0.0647118504010128,0.0213609403799853
"224",0.00406155157418766,-0.0629021879119059,0.00844049751070729,-0.0289621917722801,0.0565479669322212,0.0323095853108505,-0.0609608518905943,0.0059802640786293,0.0125703986953453,-0.0218265755180464,0.000937137726560352,-0.0390737452176847,-0.00420399166377953,-0.010425357651464,-0.0172777526858501,-0.0243156625740821,-0.0372584682401755,0.0539892200059725,0.0403765278338487,0.022485165164342,-0.0432811097061035,0.00468224339424428,0.0386880870027359,-0.00765937263881946,-0.0798219488432917,0.0562644287485347,-0.0369955482382708,-0.0117751678962855,-0.05025053845792,-0.00894707806614747,-0.00164727273556201,0.0608014381915167,0.0185895221074164
"225",-0.000241471787929333,-0.0572176231767788,0.00936197534705048,-0.0246712497729365,0.0546273996039011,0.0334599718690651,-0.0562266179056771,0.00716236432454579,0.0146606155407003,-0.0148559933388747,0.00465554158477403,-0.0428214111408692,-0.00398756575375907,-0.0149926276536041,-0.0181613812287694,-0.019896286614913,-0.0428467889786492,0.0544411006367499,0.043496260824628,0.0296469894505711,-0.0479829195949676,0.00412180705987143,0.0417243187739117,-0.00911433205869311,-0.0813254866883429,0.0564564324759428,-0.0379323856361528,-0.013023637770529,-0.05697983489074,-0.00884264919706437,-0.00350871035527359,0.0610721504924417,0.0116835811151523
"226",-0.00227781810137615,-0.0553690934424065,0.00901921143015887,-0.0229645802051341,0.0532383327785289,0.033665172267899,-0.0536928887547914,0.00737550229042844,0.0161118245628024,-0.0124451757143847,0.00508734247020402,-0.0434854133901202,-0.00290782668288386,-0.016648857604123,-0.0190233077715929,-0.0177640498626975,-0.0436273403483886,0.0537565271884963,0.0449331006289228,0.0319188563585034,-0.0500398121139875,0.00419220598183341,0.0431672543742017,-0.0108380077525227,-0.0814608219380527,0.0560717119215983,-0.0377842289536789,-0.012890754367246,-0.0598311254186761,-0.00831302348440568,-0.00459728728409985,0.0605477583374983,0.0093241493964074
"227",-0.00483937679141744,-0.0594431398078406,0.00131169033893996,-0.0223170568971571,0.0531015254216766,0.0368554656574427,-0.0505969465599332,0.00827171110808419,0.0193978609583863,-0.0130726520054544,0.00427307080620298,-0.0417984104081516,-0.00664868495960878,-0.0129634913288907,-0.0196480795360037,-0.0114396166915651,-0.0373932066294271,0.0528370400693418,0.0421145139993606,0.0378814749658585,-0.0502884240284639,0.00725549857677136,0.0437490749272396,-0.0143010980316468,-0.0807535332742452,0.0545244242848587,-0.0330641304911619,-0.0157764573679544,-0.0632525396005212,-0.00634023561446765,-0.0057240237224956,0.0588071187355247,0.0115621059801875
"228",-0.00429907515765343,-0.0575560578870873,0.00432259206118896,-0.0221247223763014,0.0531284291009696,0.0353721818175668,-0.0514306779536056,0.00801760823027052,0.0183147810778563,-0.0122139867655702,0.00453685723197911,-0.0429149374198619,-0.00507278721853627,-0.0145534820011415,-0.0195134456506175,-0.0135205032916843,-0.0399136149099022,0.0531395755366896,0.0434565761373761,0.0362906155077388,-0.0507378874281555,0.0063643097081707,0.0436148926392989,-0.0131841927784084,-0.0813626997215545,0.0551705382036327,-0.0348603902031309,-0.0149090374985859,-0.062821821994061,-0.0071086746599573,-0.00565935710045317,0.0592650864073331,0.0105835824685734
"229",-0.00165304873413967,-0.0646798435170572,0.00960263962126499,-0.0346430024829685,0.0426355512438773,0.0394814664920882,-0.0717977523299439,0.0042195952132703,0.0153832576200706,-0.0206986751711731,0.00222659832731339,-0.0326471369632317,0.00206852673494116,-0.030187061026513,-0.0292777326943107,-0.0352880735762546,-0.0249805108613277,0.0396957530673592,0.0537214566489198,0.0282463309551339,-0.0366991260451528,-0.00779964109503878,0.0240954277801099,-0.0193982153828879,-0.0697152197306325,0.054359052116705,-0.0532249772597593,-0.00330050864870166,-0.0547595840181355,-0.00655241430825835,0.00513424231356708,0.0675624673469844,0.0201249965215402
"230",-0.00116079461897166,-0.0513369952484857,0.0114530142012377,-0.0322675069315933,0.0447676551629174,0.0332645613363865,-0.0664760368868888,0.00913887032325312,0.0109199952970663,-0.0139156186538092,-0.000913790489621408,-0.0387180564307565,-0.000153709320220658,-0.0286980225896617,-0.0294129647207644,-0.0319625799299252,-0.0329312362407876,0.0471190570584312,0.0484478734063546,0.0336136021068734,-0.0362129565239504,-0.0054999049502813,0.0389734185600378,-0.0144902319803989,-0.0762458468459559,0.0552290326208972,-0.0441155811456442,-0.00740866406487782,-0.0528715762537595,-0.00470799808246318,0.000441758250111887,0.0642216213924553,0.012098111850167
"231",-0.00592346724273211,-0.0578705283261995,0.00311619674797844,-0.034833143853788,0.0562569595167454,0.0408497107189711,-0.0508526750654431,0.00515186473651606,0.0127342171507117,-0.0244433990085407,0.000244598020905292,-0.0417970412684976,0.00514550663194659,-0.0142255805301183,-0.0274577461488626,-0.0134605591103955,-0.0429820316471723,0.0543059171982358,0.0399635208267223,0.0289653613795346,-0.0414360580966849,0.00836695961557769,0.0409178027391038,-0.0167717120886971,-0.0957093131609702,0.0589986514620108,-0.0494826042945765,-0.0167728705928843,-0.062019808536473,-0.00686140369066536,-0.00732261324332961,0.0565608288257574,-0.000835342801066253
"232",-0.00481190809921731,-0.0561304687508157,0.00562857604598557,-0.0269557173203532,0.053299573702625,0.0373973502492433,-0.0516189202151274,0.00702889708787593,0.0151051454276467,-0.0169788422384322,0.00273932838267196,-0.0435095461344688,6.98985564091788e-05,-0.0150033936884576,-0.0221969967357449,-0.0131217695531752,-0.0430996506662119,0.0540382153037342,0.0426538182618241,0.0319630402783856,-0.0492987050086918,0.00692258976899288,0.0429145922829743,-0.0145454097615419,-0.0881975743469629,0.0581407228265852,-0.0428671371326248,-0.0160978618136631,-0.062884634621872,-0.00821621952586607,-0.00696361142839143,0.0593044825712737,0.0052597615811361
