"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33"
"333",0.00389125376578283,-0.0602228076791868,0.00872291278653914,-0.0195488825793854,0.0535735513770137,0.0359749982086615,-0.0569313920019446,0.0126113992776658,0.0157475582992909,-0.0219955657613747,-0.00225824846273953,-0.040555347439959,-0.00902735921954871,-0.0142015183237441,-0.0205383194380845,-0.0281215134061687,-0.0392420654544122,0.0577643275737307,0.0446797385690015,0.0211027259327712,-0.0466275769330551,0.013277663319248,0.0348960907116118,-0.00848836733701863,-0.0787958837934361,0.0600742023687475,-0.0382430637203814,-0.011402167928157,-0.0563459155608895,-0.0120154765403842,-0.000926160569064615,0.0599915631289064,0.0166597397782062
"334",0.00398351010801847,-0.0601754152654195,0.00866005988880817,-0.0193503740389435,0.0534714162162347,0.0363296023601443,-0.0564438581543553,0.0125228117831581,0.0158354873957665,-0.0219938496819433,-0.00168090716878044,-0.0408848447506132,-0.00958763482677309,-0.0141991774823318,-0.0201603227344579,-0.0277968252721797,-0.0394957874788006,0.0578122126271361,0.0450541335876944,0.0216326661111868,-0.0468290614293893,0.0133114948706301,0.0347722753271862,-0.008390359928487,-0.0791373143753477,0.0596494249603071,-0.0378407359749611,-0.0113394886230505,-0.0565175979020803,-0.0123283710620189,-0.000858800204446212,0.0597404733703376,0.0161889495614788
"335",0.0028244949662428,-0.0589225262362381,0.00872150436012151,-0.0193888851842739,0.0531007367856603,0.0373462012395648,-0.0546208347366626,0.0125416901198713,0.0165968143635554,-0.0203366035164127,0.000107172097172564,-0.0416896761758959,-0.00959713581187626,-0.0149728016045085,-0.020454960647166,-0.0260315810690719,-0.0405355061564569,0.0571220213925805,0.0463674447444305,0.0248073082954741,-0.0480551363415538,0.0120400967354231,0.0360057044623119,-0.0095495579563338,-0.0802668378973597,0.0578540147731773,-0.0371694033124688,-0.0123890751259458,-0.0582206512846149,-0.0118482860957091,-0.00141306860048486,0.0592278419561063,0.0131218630716584
"336",0.00220280362267792,-0.0584336798785098,0.00872203329649168,-0.0191506360203041,0.0527645340503547,0.037535356323839,-0.0538419588821751,0.0125755066160594,0.0170175027103423,-0.0196595487623832,0.000490602511876525,-0.0417703953638053,-0.00926632039617288,-0.0152948618460938,-0.0206886250727672,-0.0253388969557056,-0.0406877683266511,0.0568205004788588,0.0468587581116983,0.025815897950154,-0.0485990171544385,0.0116155844375846,0.0365165364562903,-0.0101487179577678,-0.0804962541502312,0.0571994629889786,-0.0368895333486488,-0.012635912825492,-0.0589594056427956,-0.0116056481672903,-0.00166840560715865,0.0589595171392359,0.0121310871464947
"337",0.0019568137973626,-0.0582722654813675,0.0087241118730455,-0.0190191513618962,0.0526142512227367,0.0375630443293308,-0.0535548383349398,0.0125918439981015,0.0171903751203668,-0.0194125812067888,0.000570067833784298,-0.0417633233087274,-0.00910058139979269,-0.0154063570245184,-0.0207902147006832,-0.0250876094417491,-0.0406966577226822,0.0567056797348185,0.0470334167907194,0.0261552324776842,-0.04881299150798,0.0114952109271377,0.0366975824119686,-0.0103780202499759,-0.0805550485277052,0.0569695645366915,-0.0367859138931994,-0.0127080872346143,-0.0592425417351008,-0.0115127243873249,-0.0017778850453407,0.0588446921598305,0.0118151200395321
"338",0.00184693456012843,-0.0582009306363649,0.00871879103006359,-0.0189296880250891,0.0525246763921179,0.0375784418109197,-0.053406297139682,0.0126029443546551,0.0172892544569733,-0.0193086159451054,0.000586292742978856,-0.041740441218393,-0.00901444836205554,-0.0154620171189542,-0.0208485531603106,-0.0249732478339083,-0.0406953836672618,0.0566575352618747,0.0471199794984099,0.0262760914751657,-0.0489158420966766,0.0114723550520085,0.0367794003302215,-0.0105018243569459,-0.0805530284570193,0.0568751445569666,-0.0367360030180074,-0.0127019392695781,-0.0593814082656627,-0.0114731351663419,-0.00182939995225317,0.0587844375738865,0.0116754741541013
"339",0.00456994233896445,-0.0641759282444882,0.00890071337624853,-0.0201719000402707,0.0513165159049611,0.0346098371460384,-0.0599119934120849,0.0117052021368623,0.0161224240084231,-0.0277131583800906,-0.00557402255830845,-0.0358045745295584,-0.00695773962813816,-0.0115508377863697,-0.0200063401908302,-0.0310328386265177,-0.0331447561647103,0.0572022290855668,0.0440818263801891,0.0145545754555019,-0.0433312600022368,0.0143426422567785,0.0327480001624653,-0.00820431783785631,-0.0749759230858681,0.0588897967488898,-0.0355223224494129,-0.00901137739224094,-0.0525777762558133,-0.0115877851399357,-0.00026335056560971,0.0582113896261939,0.0243312635541396
"340",0.00616635972274617,-0.0641389641207745,0.00942061981443257,-0.0214402120564071,0.0531776116110128,0.0354878165242529,-0.0608500551267303,0.0118378142076402,0.0146510869234578,-0.0275524548084196,-0.00376600031050971,-0.037442290592074,-0.00940161936878495,-0.0112965631193323,-0.0193467858415737,-0.0315002852885349,-0.0354487984131777,0.0580855714502031,0.0437237938757284,0.0157675623606094,-0.0427694398350687,0.0142902663450435,0.0322374922239054,-0.00642434451951948,-0.0765113260997525,0.0594545637236566,-0.0365758151088362,-0.0100875399551731,-0.0517862395893141,-0.0123918298962159,0.00027401364978465,0.0590862779202003,0.0230937825687672
"341",0.0042446080148383,-0.0603906267794193,0.00908289284758347,-0.0203460210088482,0.0536742150190931,0.0371608254889816,-0.0566797750628143,0.0125442884202888,0.015626007672436,-0.0224005126907156,-0.000510903694688175,-0.0408278541967855,-0.0102259495580732,-0.0139238807586828,-0.0201213226935679,-0.027919324942184,-0.0397291806921784,0.0577267647773084,0.045552379480652,0.0224138286535471,-0.0463408336567626,0.0126499265673487,0.0347905219787697,-0.00824405555759119,-0.0795442591912978,0.058511041029362,-0.0373449872197832,-0.0120809556475246,-0.0561489734929328,-0.0121621177684401,-0.000715003134166867,0.0594846550744548,0.0155494629959793
"342",0.00361424205999335,-0.0596151249880863,0.00866303704567308,-0.0193793872711458,0.0534104197882563,0.0369102134529535,-0.0556081459068369,0.0127620938460705,0.0161084423036471,-0.0212762772964602,-0.000895603153653088,-0.0410770570286768,-0.00959042297290567,-0.0146523289297065,-0.0204778590379546,-0.0273143806256285,-0.0399849128231474,0.0576314602453144,0.0456065342048617,0.0226780594639085,-0.047270134556295,0.0128717332611918,0.0352727147978719,-0.00892968068164722,-0.0794310070760565,0.0590100983451519,-0.037627834014295,-0.0117620154606697,-0.0571048371753945,-0.0121025295606317,-0.00104209723283928,0.0596139945163337,0.0146807554886659
"343",0.00368795047795729,-0.0595489865431879,0.00839803079174914,-0.0190510656471206,0.053430800260462,0.0367867880587758,-0.0554087180385372,0.0127984753484501,0.0161767328817274,-0.0211190420763156,-0.00117701226268898,-0.0411788428722796,-0.0094918337709334,-0.014827281245282,-0.0204430222864729,-0.0272994411989987,-0.0400348193336058,0.0576953058884251,0.0454253245460219,0.0223058898585755,-0.0474681596420529,0.0132938165522133,0.0352400779676099,-0.00894065546162678,-0.0792223915327593,0.0595349275298447,-0.037784126620944,-0.0113800196834941,-0.0571425669711107,-0.0122469900693967,-0.00109705272302632,0.0597481296835989,0.0147106278425026
"344",0.00458195280589294,-0.0620189857999659,0.00839179303280999,-0.0185209268122587,0.0525558845723487,0.0351436816258861,-0.0578824518499698,0.0126054631924075,0.0158180232841521,-0.0247577304280548,-0.00434244201044048,-0.0385719362222072,-0.00861493230350321,-0.0131109299605769,-0.0199955009647425,-0.0297956368971082,-0.036581931183804,0.0581880426700319,0.0441755331104564,0.0172160243805751,-0.0454322634706465,0.0147813941614611,0.0332355371011571,-0.00799216359298689,-0.0768746615042257,0.0604859462843658,-0.0372840282299712,-0.00954548867104902,-0.0546400620526283,-0.0126878815946886,-0.000171573757438179,0.0593322289189924,0.0206217181911703
"345",0.00500483060460798,-0.0618307829633302,0.00876842233066421,-0.01941235993733,0.053232233601497,0.0360215940598033,-0.0579229643083884,0.0125242192795918,0.0153802386874109,-0.0245391015100853,-0.00277513174688418,-0.0395880259401184,-0.0100032151660619,-0.0129405371783952,-0.0196027694614216,-0.0294558449092963,-0.0377769472177778,0.0582920950279713,0.0446174222785528,0.0189861729570659,-0.0453911301708927,0.0142544277559747,0.0332743445400581,-0.00744815242893491,-0.0781267421357837,0.0597419281217763,-0.037214906395819,-0.0105670284445932,-0.0547263654194531,-0.0129401874152818,-6.54540033793515e-05,0.0593241050560996,0.0193033374926346
"346",0.00441743960201373,-0.060711455467424,0.00856974783279147,-0.0187592980766491,0.0532975415600878,0.0362566077245924,-0.0565656629533355,0.0128303565546514,0.0157341870949365,-0.0229654681963541,-0.00220855448359103,-0.0403196410419851,-0.00995820751841606,-0.013837584518979,-0.0199293870304496,-0.0286577479165932,-0.0387747167375104,0.058280426831573,0.0449391006081531,0.02024294786769,-0.0463872631645706,0.0138727196271831,0.0339538472782182,-0.008049006714225,-0.0786530054004175,0.0597731728814665,-0.0375194281070615,-0.0108574514109589,-0.0558947461635316,-0.0128373469452709,-0.000338489808236437,0.0595376957144196,0.01722904245013
"347",0.0045451044556204,-0.060558256817516,0.00831145775106629,-0.0184366561659479,0.0534000554696389,0.0361806717319436,-0.0563014734892395,0.0129083707915286,0.0157498349175722,-0.0227241570352461,-0.00235462633243174,-0.04047707390605,-0.00995914215428098,-0.0140701884636954,-0.0198652841108329,-0.0286939875782237,-0.0389647367379005,0.0584203794313273,0.0447485724754493,0.0198532431795147,-0.0465667479111773,0.0142471168420941,0.033923436395252,-0.00801395115100899,-0.0784774297430646,0.0603335726202493,-0.037720615723612,-0.0104820083557984,-0.0558983951761933,-0.0130124808714911,-0.000357140720847534,0.0597238124169165,0.0170567091121169
"348",0.00386751553552558,-0.0596945273770015,0.00840637729324338,-0.0188971555138293,0.0533705021378929,0.0370472069438319,-0.0552879847075948,0.012849351840109,0.0161889834964441,-0.0215102771430947,-0.000970878307623555,-0.0412750570977744,-0.010047605926478,-0.0146074403362418,-0.0201573812747613,-0.0274019265753718,-0.0399671414411251,0.0578413027416216,0.0456353218247515,0.0223844178067228,-0.0473973324672791,0.0133775618120722,0.0349117472721256,-0.00876768423219883,-0.0794127008740201,0.0592105085783708,-0.0374432599369276,-0.0114201447897974,-0.0570931098897704,-0.0125723710316681,-0.000859262370612773,0.0595031275758615,0.014777065685798
"349",0.00311014562106238,-0.0590511527242611,0.00853773650255403,-0.0190377651776452,0.0530969223069913,0.0374823092407776,-0.0544991034417337,0.0128402506140605,0.0166377166813054,-0.0206040166240019,-0.000236954699849912,-0.0415740482004951,-0.00977569612381735,-0.014986181374307,-0.0205344241726893,-0.0264481645107123,-0.0403838093600793,0.0573355289013522,0.046329860183915,0.0241456958154357,-0.0480254704167069,0.0126388707420773,0.0356732489439818,-0.00950504382469774,-0.0799521922464811,0.0582315347267158,-0.0371661759536517,-0.0120982447956669,-0.0580800359634152,-0.0121229438479331,-0.00125938182384,0.0592292021964653,0.0133126361300606
"350",0.00269476440136847,-0.0587648070354584,0.00860702628570453,-0.0189539096705767,0.0528496450635394,0.0376323367049313,-0.0540436548751579,0.012845008949491,0.0169068268280523,-0.0202162369417885,4.28425868061358e-05,-0.0416364648340991,-0.00962184019317032,-0.0151413398010975,-0.0206709476655971,-0.0260077922768138,-0.0404622583450961,0.0571013453421429,0.0467042743851648,0.0249161139735537,-0.0483417846057608,0.0122920151945046,0.0359827991241145,-0.00986414654468451,-0.080183141616496,0.0576841461249539,-0.0369335613293863,-0.0123638498297704,-0.058570835888509,-0.0119455547830517,-0.00143548054474048,0.0590263784595927,0.0127043573706125
"351",0.005615195376134,-0.0661524332847185,0.00853620165918931,-0.0210851949432871,0.0503849922577586,0.0348365868613609,-0.0608412361633031,0.01115767170539,0.0164469081385156,-0.0306765966184562,-0.00679790018529612,-0.0338067719309272,-0.00686915783004155,-0.010453155145281,-0.0196935581420702,-0.0325340850955938,-0.0304164307254184,0.056912472131927,0.0439455926394094,0.0112898489701,-0.0413116160654418,0.0149709182187236,0.031581324314181,-0.00813642194695379,-0.0731298019393621,0.0579413898623509,-0.0340310496760946,-0.00814645897803992,-0.0505177820688082,-0.0114442143392605,7.97902457320389e-05,0.0575135861472518,0.0267393883690101
"352",0.00988790170835612,-0.072766231185034,0.00910568033989322,-0.0249155942783918,0.0500281678466126,0.0325759387367918,-0.068225380867051,0.00971937537917142,0.0140683544609692,-0.0401177385560769,-0.0112930311807803,-0.0280425765944713,-0.00680515428172156,-0.00554577676773989,-0.0178465014417856,-0.0393295805031975,-0.0228580643204926,0.0569715915044104,0.0402656467363888,8.70692376183413e-05,-0.033493333568103,0.0166445788930554,0.0266045990632027,-0.00424132179583357,-0.0681210298037363,0.058037785836977,-0.0322198235459319,-0.00642628459686751,-0.0414691960819766,-0.0115185643424576,0.0019975186451277,0.0569255732175282,0.0385748251662783
"353",0.0109810635869949,-0.0742201887583286,0.00912734403876534,-0.0266097744511184,0.0502146101643747,0.0324162796187797,-0.0698905359458865,0.00935800548816459,0.0134580152039375,-0.042166713353227,-0.0120255446631953,-0.0270976808077946,-0.00723510220273425,-0.00447368071101985,-0.0174339763434116,-0.0409415098856909,-0.0212589803038689,0.0566981046248323,0.0394149245666055,-0.00195339339183828,-0.0314939917011942,0.0165546939318036,0.0256133759018229,-0.00336383109528234,-0.0673831461631288,0.0576635729039563,-0.0317233223773064,-0.0069759467272108,-0.0393456364345999,-0.0113244548765886,0.00231377711421225,0.0570160899847659,0.0405586866565569
"354",0.0114568080850158,-0.0748518794133713,0.00895236733852708,-0.0274627852537869,0.0502750603878268,0.0324664471989805,-0.0704507502414454,0.00917845542670131,0.0133093008519208,-0.0429942602088183,-0.0124163993715596,-0.0268022069321562,-0.00749371684800199,-0.0040704366961043,-0.0172755936963827,-0.0415400964344294,-0.0205049985102809,0.0564697943277716,0.0390879844538413,-0.00270495138877914,-0.0306781977521899,0.0164969485994919,0.0252602269736832,-0.0031112319013444,-0.0671249796244657,0.0574051998637659,-0.0314217271424807,-0.00742926462967323,-0.0385257101809202,-0.0112192209335675,0.00240713197952087,0.0570992802786834,0.0411769502227279
"355",0.00966484992126543,-0.0684862419796757,0.00944599638219838,-0.0237822668096413,0.0538325468552092,0.0344229970196265,-0.0653454325180315,0.011678017141063,0.0127020664976217,-0.0337348300584876,-0.00676086318502043,-0.0348022708293294,-0.0112439200015306,-0.00816132656320658,-0.0176633182017392,-0.0370325740685876,-0.0310639198020217,0.0588803389032267,0.0411152155582998,0.00858308407134955,-0.037490528845594,0.0152921427542244,0.028184104468255,-0.00299120127680764,-0.0744971824949088,0.0598216641893287,-0.0357176749554347,-0.0104592384018091,-0.0458211267595627,-0.0133458890070631,0.0021609386501251,0.0596177369541683,0.0298884126308858
"356",0.00675094609310157,-0.062821174204666,0.00899624926560354,-0.0204805080422282,0.0543969015914391,0.0363274277407798,-0.0593313702941322,0.0130228440559757,0.0141419535809403,-0.026183736245891,-0.00277421067237845,-0.0396525271194055,-0.0119483581183556,-0.0120442222107042,-0.0187340707675614,-0.0319597703542739,-0.0376650543005764,0.0591768676633201,0.0437679839246957,0.0169781938854448,-0.0434744306081599,0.0142634835665975,0.031679805005611,-0.00550450033812347,-0.0782565848869994,0.0602523326505752,-0.0373026392563096,-0.0113698629269688,-0.0524720111535335,-0.0137172521965007,0.000972673909063066,0.0600819266674385,0.020294206506798
"357",0.00468517966636665,-0.0603649843644019,0.00871376886319013,-0.0195124475605831,0.0536456177021503,0.037514249883824,-0.0561040324416356,0.013103834895966,0.0156741573743251,-0.0228686428523247,-0.000886219541497853,-0.0411320480973708,-0.0112128996757972,-0.0137766523934272,-0.0196439346939888,-0.0287690265748103,-0.0396231214761362,0.0582450417940648,0.0456886215211509,0.0214691193241566,-0.0462554434665438,0.0132857927387788,0.033920955978988,-0.0077961704704435,-0.0794798482316421,0.0588954163717443,-0.0369369407694414,-0.0118871603826731,-0.0559014442130138,-0.0130614527948439,-0.000154299520772975,0.059434539649888,0.015648043640807
